COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,2.0,Kumari TAKI,KEN,23.0,14.03,29.36,44.13,59.34,1:13.95,1:28.39,1:42.91,1:57.15,2:11.27,2:25.53,2:39.47,2:53.74,3:07.53,3:22.12,3:36.47
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,2.0,Charles Cheboi SIMOTWO,KEN,27.0,14.21,29.55,44.64,59.93,1:14.04,1:28.72,1:43.16,1:57.50,2:11.53,2:26.04,2:40.26,2:54.40,3:08.40,3:22.62,3:37.66
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,2.0,Anass ESSAYI,MAR,21.0,13.98,29.29,43.98,59.21,1:13.73,1:28.13,1:42.52,1:56.73,2:10.34,2:24.51,2:38.56,2:52.72,3:07.01,3:22.28,3:38.60
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,2.0,Ismael DEBJANI,BEL,32.0,14.24,29.57,44.54,59.77,1:14.21,1:28.96,1:43.35,1:57.82,2:11.78,2:26.36,2:40.73,2:55.43,3:10.27,3:25.17,3:39.96
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,2.0,Isaac NADER,POR,23.0,14.34,29.74,44.62,59.96,1:14.41,1:29.11,1:43.47,1:58.05,2:12.50,2:26.91,2:41.31,2:56.14,3:11.23,3:26.36,3:42.81
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Josh KERR,GBR,25.0,13.91,29.12,44.35,1:00.02,1:15.73,1:31.64,1:46.65,2:01.91,2:16.36,2:30.33,2:44.42,2:58.20,3:12.00,3:25.56,3:38.94
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Joshua THOMPSON,USA,29.0,13.91,28.81,44.26,59.81,1:15.60,1:31.67,1:46.88,2:02.18,2:16.91,2:31.32,2:45.43,2:59.13,3:12.48,3:26.14,3:39.10
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Abel KIPSANG,KEN,26.0,13.76,28.67,44.11,59.73,1:15.38,1:31.52,1:46.61,2:01.89,2:16.40,2:30.65,2:44.67,2:58.21,3:12.10,3:25.71,3:39.21
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,William PAULSON,CAN,28.0,14.10,29.51,44.91,1:00.54,1:16.18,1:32.30,1:47.36,2:02.25,2:17.18,2:31.05,2:44.96,2:58.80,3:12.32,3:25.99,3:39.21
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Samuel TANNER,NZL,22.0,14.05,29.22,44.60,1:00.18,1:15.93,1:31.91,1:46.95,2:02.25,2:16.76,2:30.96,2:44.75,2:58.61,3:12.22,3:25.82,3:39.33
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Mohamed KATIR,ESP,24.0,14.22,29.80,44.66,1:00.34,1:16.04,1:32.08,1:47.02,2:02.38,2:16.72,2:30.89,2:44.56,2:58.51,3:12.20,3:25.92,3:39.45
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Ruben VERHEYDEN,BEL,22.0,14.10,29.62,45.12,1:00.79,1:16.47,1:32.48,1:47.60,2:03.12,2:17.30,2:31.22,2:45.10,2:58.95,3:12.63,3:26.39,3:39.46
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Filip SASÍNEK,CZE,27.0,14.04,29.44,45.05,1:00.68,1:16.36,1:32.38,1:47.37,2:02.83,2:17.27,2:31.59,2:45.17,2:59.18,3:12.48,3:26.20,3:39.47
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Matthew RAMSDEN,AUS,25.0,14.29,29.31,44.39,1:00.05,1:15.65,1:31.83,1:46.74,2:02.04,2:16.62,2:30.73,2:44.75,2:58.70,3:12.29,3:26.08,3:39.83
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Ferdinand Kvan EDMAN,NOR,29.0,13.97,29.28,44.56,1:00.23,1:15.95,1:31.89,1:47.10,2:02.54,2:17.13,2:31.49,2:45.57,2:59.63,3:13.06,3:26.86,3:39.92
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Elhassane MOUJAHID,MAR,22.0,14.13,29.66,44.84,1:00.59,1:16.29,1:32.22,1:47.12,2:02.50,2:16.88,2:31.11,2:44.88,2:58.90,3:12.50,3:26.21,3:39.98
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Samuel ZELEKE,ETH,23.0,13.87,28.97,44.23,59.94,1:15.38,1:31.54,1:46.86,2:02.10,2:16.66,2:30.85,2:44.83,2:59.07,3:12.78,3:26.50,3:40.77
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Ronald MUSAGALA,UGA,30.0,13.97,29.42,44.77,1:00.43,1:16.08,1:32.17,1:47.25,2:02.59,2:17.00,2:31.39,2:45.30,2:59.32,3:12.85,3:26.70,3:40.87
outdoor,Oregon (USA),2022,16 July 2022,23,66,men,1500-metres,heats,3.0,Yervand MKRTCHYAN,ARM,26.0,14.41,29.76,45.29,1:00.89,1:15.65,1:32.65,1:47.49,2:02.04,2:17.50,2:31.74,2:45.48,2:59.72,3:13.48,3:27.81,3:42.37
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Gudaf TSEGAY,ETH,25.0,14.99,31.29,48.06,1:05.68,1:23.05,1:39.99,1:56.80,2:13.40,2:28.79,2:44.35,2:59.99,3:15.42,3:30.91,3:46.05,4:01.28
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Laura MUIR,GBR,29.0,15.82,32.18,49.01,1:05.96,1:23.73,1:40.58,1:56.90,2:13.70,2:28.98,2:44.49,3:00.02,3:15.53,3:30.98,3:46.22,4:01.78
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Jessica HULL,AUS,26.0,15.18,31.47,48.20,1:05.75,1:23.21,1:40.18,1:56.98,2:13.57,2:29.08,2:44.71,3:00.30,3:15.68,3:31.15,3:46.39,4:01.81
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Freweyni HAILU,ETH,21.0,14.95,31.22,47.91,1:05.61,1:23.13,1:40.41,1:57.16,2:13.72,2:29.32,2:45.39,3:00.65,3:15.95,3:31.22,3:46.60,4:02.28
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Cory Ann MCGEE,USA,30.0,15.15,31.39,48.03,1:05.70,1:22.96,1:40.08,1:56.79,2:13.45,2:29.43,2:45.16,3:00.74,3:16.31,3:31.40,3:46.91,4:02.74
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Winny CHEBET,KEN,32.0,15.11,31.59,48.25,1:05.89,1:23.47,1:40.61,1:57.22,2:13.87,2:29.29,2:45.01,3:00.39,3:15.84,3:31.17,3:46.75,4:03.08
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Marta PÉREZ,ESP,29.0,15.60,32.02,48.72,1:05.96,1:23.62,1:40.77,1:57.35,2:14.04,2:29.84,2:45.84,3:01.37,3:17.07,3:32.82,3:48.60,4:04.24
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Hanna KLEIN,GER,29.0,15.25,31.83,48.36,1:06.00,1:23.41,1:40.55,1:57.36,2:14.06,2:30.04,2:46.12,3:02.21,3:18.13,3:33.82,3:49.41,4:04.62
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Linden HALL,AUS,31.0,15.30,31.55,48.17,1:05.72,1:22.87,1:39.93,1:56.71,2:13.35,2:29.18,2:45.30,3:00.87,3:16.35,3:32.03,3:47.97,4:04.65
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Hanna HERMANSSON,SWE,33.0,15.66,32.20,48.80,1:05.61,1:23.87,1:41.10,1:57.75,2:13.72,2:30.66,2:46.70,3:02.85,3:18.98,3:30.98,3:50.70,4:06.70
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Elle ST. PIERRE,USA,27.0,15.24,31.71,48.44,1:05.96,1:23.35,1:40.28,1:57.01,2:13.74,2:29.69,2:45.74,3:01.41,3:17.82,3:34.69,3:51.96,4:09.84
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,1.0,Kristiina MÄKI,CZE,31.0,15.60,31.90,48.67,1:05.72,1:23.65,1:40.90,1:57.44,2:13.35,2:30.67,2:47.79,3:05.35,3:23.82,3:41.86,4:01.08,4:21.67
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Faith KIPYEGON,KEN,29.0,14.87,31.70,48.89,1:06.33,1:22.83,1:39.73,1:56.39,2:13.06,2:29.68,2:46.48,3:02.67,3:18.54,3:33.75,3:48.80,4:03.98
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Hirut MESHESHA,ETH,21.0,14.72,31.72,48.78,1:06.29,1:22.82,1:39.95,1:56.45,2:13.28,2:29.99,2:46.83,3:02.74,3:18.71,3:33.86,3:49.00,4:04.05
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Sinclaire JOHNSON,USA,24.0,14.78,31.84,49.10,1:06.59,1:23.17,1:40.14,1:56.73,2:13.40,2:29.77,2:46.54,3:02.73,3:18.54,3:33.95,3:49.15,4:04.51
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Georgia GRIFFITH,AUS,26.0,14.73,31.97,49.16,1:06.70,1:23.01,1:39.91,1:56.54,2:13.21,2:29.85,2:46.81,3:03.02,3:18.86,3:34.12,3:49.28,4:05.16
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Sofia ENNAOUI,POL,27.0,15.32,32.29,49.62,1:07.19,1:23.83,1:40.67,1:57.21,2:14.22,2:30.60,2:47.70,3:03.18,3:19.54,3:34.48,3:50.07,4:05.17
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Nozomi TANAKA,JPN,23.0,14.94,32.22,48.81,1:06.24,1:22.78,1:39.66,1:56.30,2:13.04,2:29.73,2:46.66,3:02.90,3:18.83,3:34.23,3:49.91,4:05.79
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Katharina TROST,GER,27.0,15.09,32.36,49.63,1:07.07,1:23.54,1:40.55,1:57.16,2:13.81,2:30.30,2:47.15,3:03.08,3:19.13,3:34.63,3:50.07,4:05.85
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Adelle TRACEY,JAM,29.0,14.82,31.76,49.00,1:06.48,1:23.06,1:40.09,1:56.59,2:13.34,2:29.88,2:46.65,3:02.85,3:18.68,3:34.19,3:49.96,4:06.96
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Diana MEZULIÁNÍKOVÁ,CZE,30.0,15.15,32.19,49.53,1:06.98,1:23.54,1:40.46,1:57.05,2:14.02,2:30.41,2:47.49,3:03.80,3:20.04,3:35.63,3:51.53,4:07.62
outdoor,Oregon (USA),2022,16 July 2022,23,66,women,1500-metres,semi-final,2.0,Katie SNOWDEN,GBR,28.0,15.04,32.12,49.37,1:06.82,1:23.42,1:40.41,1:57.00,2:13.67,2:30.10,2:47.18,3:03.18,3:19.52,3:35.42,3:51.57,4:08.29
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Josh KERR,GBR,25.0,13.63,28.27,43.08,58.09,1:13.62,1:29.60,1:44.44,1:59.44,2:13.82,2:28.27,2:42.37,2:56.34,3:10.05,3:23.83,3:36.92
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Mario GARCÍA,ESP,23.0,13.48,28.16,42.94,57.93,1:13.87,1:29.83,1:44.58,1:59.72,2:14.18,2:28.37,2:42.57,2:56.43,3:10.01,3:23.60,3:37.01
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Jakob INGEBRIGTSEN,NOR,22.0,14.33,28.34,42.46,57.59,1:13.40,1:29.21,1:44.16,1:59.00,2:13.49,2:27.93,2:42.03,2:56.06,3:09.79,3:23.26,3:37.02
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Timothy CHERUIYOT,KEN,27.0,13.33,27.84,42.58,57.63,1:13.62,1:29.29,1:44.26,1:59.35,2:13.96,2:28.27,2:42.36,2:56.31,3:09.75,3:23.31,3:37.04
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Ignacio FONTES,ESP,24.0,13.71,28.31,43.04,58.20,1:13.93,1:29.79,1:44.58,1:59.65,2:14.34,2:28.95,2:43.02,2:56.93,3:10.59,3:23.98,3:37.21
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Neil GOURLEY,GBR,27.0,13.34,27.98,42.75,57.76,1:13.71,1:29.65,1:44.27,1:59.28,2:13.61,2:28.09,2:42.22,2:56.24,3:09.95,3:23.43,3:37.22
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Charles PHILIBERT-THIBOUTOT,CAN,32.0,13.78,28.40,43.18,58.30,1:13.80,1:29.75,1:44.65,1:59.64,2:14.02,2:28.45,2:42.60,2:56.54,3:09.83,3:23.71,3:37.29
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,John GREGOREK,USA,31.0,13.93,28.69,43.31,58.37,1:14.04,1:30.03,1:44.78,1:59.84,2:14.46,2:28.77,2:42.69,2:56.82,3:10.23,3:23.72,3:37.35
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Samuel TEFERA,ETH,23.0,13.90,28.24,42.55,57.67,1:13.51,1:29.30,1:44.18,1:58.97,2:13.56,2:27.97,2:42.06,2:56.05,3:09.77,3:23.51,3:37.71
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Oliver HOARE,AUS,25.0,13.39,27.88,42.68,57.66,1:13.36,1:29.23,1:44.40,1:59.14,2:13.65,2:28.07,2:42.13,2:56.14,3:09.98,3:23.55,3:38.36
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Charles GRETHEN,LUX,30.0,13.49,28.07,42.85,57.85,1:13.50,1:29.55,1:44.23,1:59.03,2:13.67,2:28.20,2:42.44,2:56.68,3:10.71,3:24.87,3:40.41
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,1.0,Andrew COSCORAN,IRL,26.0,13.91,28.52,43.28,58.54,1:14.13,1:29.49,1:44.40,1:59.57,2:14.34,2:28.77,2:43.03,2:57.62,3:12.65,3:28.21,3:44.66
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Abel KIPSANG,KEN,26.0,13.28,27.88,42.35,56.80,1:10.92,1:25.21,1:39.44,1:53.74,2:08.24,2:22.92,2:37.46,2:51.60,3:05.69,3:19.74,3:33.68
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Mohamed KATIR,ESP,24.0,13.88,28.48,43.15,57.66,1:11.75,1:25.94,1:39.83,1:54.14,2:08.57,2:23.27,2:37.75,2:51.97,3:05.96,3:20.05,3:34.45
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Jake WIGHTMAN,GBR,28.0,13.64,28.34,42.85,57.11,1:10.99,1:25.39,1:39.53,1:53.96,2:08.33,2:23.20,2:37.60,2:51.63,3:05.83,3:19.96,3:34.48
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Teddese LEMI,ETH,23.0,13.60,28.03,42.65,57.46,1:11.52,1:25.90,1:40.19,1:54.58,2:09.10,2:23.72,2:38.29,2:52.55,3:06.80,3:21.11,3:35.04
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Stewart MCSWEYN,AUS,27.0,14.08,27.97,42.27,56.47,1:10.71,1:24.95,1:39.33,1:53.66,2:08.16,2:22.82,2:37.40,2:51.52,3:05.99,3:20.45,3:35.07
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Michał ROZMYS,POL,27.0,13.71,28.26,42.53,56.89,1:11.13,1:25.49,1:39.83,1:54.41,2:08.84,2:23.40,2:37.92,2:52.18,3:06.48,3:20.83,3:35.27
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Joshua THOMPSON,USA,29.0,13.94,28.73,43.18,58.22,1:12.85,1:27.23,1:41.53,1:56.11,2:10.59,2:25.09,2:39.50,2:53.73,3:07.90,3:21.87,3:35.55
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Samuel TANNER,NZL,22.0,13.63,28.23,42.77,57.53,1:11.69,1:26.02,1:40.43,1:54.81,2:09.45,2:24.04,2:38.60,2:52.91,3:07.24,3:21.63,3:36.32
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Cameron PROCEVIAT,CAN,29.0,13.95,28.57,43.01,58.10,1:12.46,1:26.61,1:40.95,1:55.70,2:10.34,2:25.07,2:39.77,2:54.16,3:08.81,3:23.68,3:38.83
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Santiago CATROFE,URU,23.0,13.82,28.58,43.31,58.36,1:12.78,1:27.04,1:41.36,1:56.01,2:10.82,2:25.43,2:39.94,2:54.62,3:09.22,3:24.69,3:40.16
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,William PAULSON,CAN,28.0,13.72,28.44,42.92,57.77,1:12.06,1:26.41,1:40.56,1:55.17,2:09.65,2:24.39,2:39.19,2:53.98,3:09.11,3:24.56,3:40.41
outdoor,Oregon (USA),2022,17 July 2022,25,44,men,1500-metres,semi-final,2.0,Kumari TAKI,KEN,23.0,13.63,28.10,42.73,58.40,1:12.12,1:26.35,1:40.59,1:55.43,2:10.64,2:26.43,2:42.67,2:59.68,3:17.26,3:34.42,3:50.15
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Faith KIPYEGON,KEN,29.0,14.63,28.93,43.47,58.89,1:14.65,1:30.92,1:46.97,2:03.22,2:19.54,2:35.99,2:51.81,3:07.70,3:22.67,3:37.45,3:52.96
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Gudaf TSEGAY,ETH,25.0,14.57,28.79,43.42,58.82,1:14.62,1:30.85,1:47.08,2:03.18,2:19.47,2:35.94,2:51.76,3:07.69,3:22.96,3:38.43,3:54.52
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Laura MUIR,GBR,29.0,14.79,29.17,43.66,59.18,1:14.87,1:31.09,1:47.18,2:03.41,2:19.80,2:36.27,2:51.83,3:07.90,3:23.43,3:38.92,3:55.28
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Freweyni HAILU,ETH,21.0,15.93,30.66,45.62,1:01.71,1:17.81,1:34.58,1:50.34,2:07.08,2:23.78,2:40.44,2:56.05,3:12.51,3:29.33,3:45.58,4:01.28
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Sofia ENNAOUI,POL,27.0,15.27,30.51,46.06,1:02.36,1:18.52,1:35.24,1:51.60,2:08.14,2:25.16,2:42.12,2:57.98,3:14.24,3:29.95,3:46.16,4:01.43
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Sinclaire JOHNSON,USA,24.0,14.92,29.68,45.08,1:01.23,1:17.66,1:34.41,1:50.90,2:07.53,2:24.11,2:40.91,2:57.29,3:13.51,3:29.75,3:45.86,4:01.63
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Jessica HULL,AUS,26.0,15.00,29.80,45.22,1:01.45,1:17.75,1:34.49,1:50.90,2:07.62,2:24.26,2:40.98,2:56.82,3:13.05,3:29.41,3:45.67,4:01.82
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Winnie NANYONDO,UGA,29.0,15.05,29.92,45.40,1:01.43,1:17.48,1:34.16,1:50.63,2:07.37,2:24.38,2:41.13,2:57.35,3:13.70,3:29.82,3:45.89,4:01.98
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Georgia GRIFFITH,AUS,26.0,15.30,30.11,45.52,1:01.59,1:17.87,1:34.69,1:51.11,2:07.78,2:24.51,2:41.47,2:57.69,3:13.93,3:30.05,3:46.96,4:03.26
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Cory Ann MCGEE,USA,30.0,15.12,29.91,44.99,1:01.15,1:17.42,1:34.04,1:50.47,2:07.12,2:23.76,2:40.52,2:56.69,3:12.86,3:29.40,3:46.01,4:03.70
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Marta PÉREZ,ESP,29.0,15.52,30.35,45.71,1:01.93,1:17.92,1:34.91,1:51.42,2:08.04,2:24.88,2:41.77,2:58.21,3:14.77,3:31.25,3:47.62,4:04.25
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Hirut MESHESHA,ETH,21.0,14.85,28.87,43.52,59.16,1:14.88,1:31.53,1:47.10,2:04.08,2:21.22,2:38.62,2:56.04,3:12.80,3:29.63,3:47.24,4:05.86
outdoor,Oregon (USA),2022,18 July 2022,25,46,women,1500-metres,final,1.0,Winny CHEBET,KEN,32.0,14.87,29.57,44.93,1:01.12,1:17.56,1:34.29,1:50.73,2:07.56,2:24.49,2:41.62,2:59.35,3:17.82,3:37.02,3:55.85,4:15.13
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Jake WIGHTMAN,GBR,28.0,13.52,27.76,41.72,55.75,1:10.05,1:24.29,1:38.06,1:52.41,2:06.19,2:20.40,2:34.39,2:48.47,3:02.12,3:15.59,3:29.23
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,22.0,14.25,28.09,41.86,55.90,1:10.00,1:24.17,1:37.69,1:52.04,2:06.12,2:20.28,2:34.23,2:48.28,3:02.13,3:15.69,3:29.47
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Mohamed KATIR,ESP,24.0,14.30,28.56,42.64,56.93,1:10.82,1:24.95,1:38.83,1:52.90,2:06.83,2:20.83,2:34.72,2:48.86,3:02.53,3:16.07,3:29.90
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Mario GARCÍA,ESP,23.0,13.70,27.97,41.95,56.02,1:10.27,1:24.52,1:38.51,1:52.77,2:06.88,2:21.17,2:35.18,2:49.09,3:02.91,3:16.50,3:30.20
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Josh KERR,GBR,25.0,13.84,28.20,42.31,56.38,1:10.37,1:24.76,1:38.74,1:52.67,2:06.60,2:20.73,2:34.60,2:48.81,3:02.51,3:16.35,3:30.60
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Timothy CHERUIYOT,KEN,27.0,13.96,27.96,41.71,55.68,1:09.84,1:24.07,1:37.90,1:52.26,2:06.14,2:20.32,2:34.32,2:48.33,3:02.36,3:16.08,3:30.69
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Abel KIPSANG,KEN,26.0,13.31,27.46,41.30,55.51,1:09.63,1:23.93,1:37.80,1:52.12,2:06.59,2:20.54,2:34.44,2:48.57,3:02.38,3:16.41,3:31.21
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Teddese LEMI,ETH,23.0,13.70,28.46,42.43,56.69,1:10.91,1:25.40,1:39.19,1:53.27,2:07.38,2:21.55,2:35.57,2:49.57,3:03.48,3:17.98,3:32.98
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Stewart MCSWEYN,AUS,27.0,13.95,27.69,41.49,55.58,1:09.87,1:24.13,1:38.10,1:52.50,2:06.52,2:21.04,2:35.21,2:49.56,3:04.03,3:18.57,3:33.24
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Michał ROZMYS,POL,27.0,13.82,28.00,42.05,56.33,1:10.72,1:24.99,1:39.12,1:53.31,2:07.86,2:22.30,2:37.00,2:51.98,3:06.74,3:20.80,3:34.58
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Ignacio FONTES,ESP,24.0,13.96,28.45,42.54,56.73,1:11.18,1:25.68,1:39.59,1:53.87,2:08.21,2:22.64,2:37.00,2:51.72,3:06.36,3:20.75,3:34.71
outdoor,Oregon (USA),2022,19 July 2022,30,42,men,1500-metres,final,1.0,Joshua THOMPSON,USA,29.0,13.48,27.72,41.99,56.16,1:10.61,1:25.22,1:39.60,1:54.59,2:09.44,2:24.18,2:38.92,2:53.50,3:07.69,3:21.58,3:35.57
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Sifan HASSAN,NED,27.0,16.75,33.46,50.74,1:07.93,1:24.62,1:41.55,1:58.26,2:14.90,2:30.73,2:47.04,3:02.83,3:18.76,3:33.64,3:48.82,4:03.88
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Faith KIPYEGON,KEN,26.0,16.03,33.05,50.22,1:07.35,1:24.07,1:40.98,1:57.64,2:14.08,2:30.34,2:46.59,3:02.41,3:18.34,3:33.63,3:48.85,4:03.93
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Nikki HILTZ,USA,25.0,16.02,33.07,50.34,1:07.52,1:24.22,1:41.13,1:57.57,2:14.12,2:30.32,2:46.65,3:02.60,3:18.48,3:33.82,3:49.13,4:04.00
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Winnie NANYONDO,UGA,26.0,15.81,32.67,49.96,1:07.22,1:23.99,1:40.78,1:57.38,2:13.98,2:30.18,2:46.53,3:02.53,3:18.51,3:34.10,3:49.33,4:04.04
outdoor,Doha (QAT),2019,2 October 2019,26,59,women,1500-metres,heats,1.0,Ciara MAGEEAN,IRL,28.0,16.03,32.93,50.17,1:07.24,1:23.97,1:40.76,1:57.31,2:13.77,2:30.02,2:46.33,3:02.37,3:18.42,3:33.96,3:49.28,4:04.18
